year,name,engine_size,mileage(km),price(eur),link
2017,Volkswagen Jetta,2.0 Diesel,233457,11495,https://www.donedeal.ie/cars-for-sale/volkswagen-jetta-cl-2-0-tdi-manual-5speed-110bhp-4/38710760
2015,Volkswagen Golf,1.6 Diesel,151725,12995,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-sv-comfortline-1-6-tdi-manual-5spe/38244508
2024,Volkswagen Golf,1.5 Petrol,13302,35950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-special-sport-r-line-1-5-tsi-130/40589759
2016,Volkswagen Passat,1.6 Diesel,220000,10950,https://www.donedeal.ie/cars-for-sale/finance-available-2016-volkswagen-passat-1-6-tdi/40717821
2020,Volkswagen Tiguan,2.0 Diesel,139953,34950,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-r-line-tech-tdi-s-dsg/40339506
2013,Volkswagen Golf,1.6 Diesel,270676,8950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2013/39778406
2019,Volkswagen Touran,1.6 Diesel,110046,21000,https://www.donedeal.ie/cars-for-sale/volkswagen-touran-7-seater-1-6-tdi-115hp-comfort/40576425
2019,Volkswagen Tiguan,2.0 Diesel,170939,28950,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-r-line-tdi-s-a-dsg/40713311
2023,Volkswagen T-Roc,2.0 Diesel,54000,32950,https://www.donedeal.ie/cars-for-sale/volkswagen-t-roc-tiny-mileage-2-0-tdi-parking-p/40708082
2019,Volkswagen Polo,1.0 Petrol,143864,13950,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-2019/40701578
2018,Volkswagen Tiguan,2.0 Diesel,210100,19500,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-comfortline-sunroof-2-0-tdi-1/40687366
2020,Volkswagen Passat,1.6 Diesel,138816,23950,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-se-tdi-s-a/39467342
2016,Volkswagen Passat,1.6 Diesel,114651,16200,https://www.donedeal.ie/cars-for-sale/2016-volkswagen-passat-highline-1-6-tdi-114-k-km/40678835
2025,Volkswagen Polo,1.0 Petrol,248,27500,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-only-248-kms-ed-75-1-0tsi-95bhp/40678571
2018,Volkswagen Polo,1.0 Petrol,70572,14950,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-tiny-mileage-reversing-sensors-c/40548197
2019,Volkswagen T-Roc,1.6 Diesel,129698,20500,https://www.donedeal.ie/cars-for-sale/2019-volkswagen-t-roc-se-1-6-tdi/40342050
2016,Volkswagen Golf,1.6 Diesel,195566,13250,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2016/39985851
2016,Volkswagen Golf,1.6 Diesel,220130,9750,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2016/40671057
2019,Volkswagen Arteon,2.0 Diesel,119882,27500,https://www.donedeal.ie/cars-for-sale/volkswagen-arteon-elegance-tdi-s-a/39806210
2022,Volkswagen Golf,2.0 Diesel,102539,24950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-life-tdi/40668350
2020,Volkswagen Tiguan,2.0 Diesel,112927,35950,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-tdi-r-line/39450868
2023,Volkswagen Arteon,2.0 Diesel,45521,46950,https://www.donedeal.ie/cars-for-sale/volkswagen-arteon-r-line-tdi-s-a/39801639
2008,Volkswagen Passat,1.9 Diesel,331000,1650,https://www.donedeal.ie/cars-for-sale/2008-volkswagen-passat-1-9-tdi/40652484
2015,Volkswagen Polo,1.2 Petrol,31390,12950,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-automatic-1-2-petrol/40649116
