year,name,engine_size,mileage(km),price(eur),link
2023,Hyundai Tucson,1.6 Diesel,67181,28950,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-tucson-just-arrived/40717219
2023,Volvo XC90,2.0 Petrol Hybrid,61573,67950,https://www.donedeal.ie/cars-for-sale/2023-volvo-xc90-t8-ultimate-bright-theme-455-bhp/40325632
2016,Mercedes-Benz E-Class,2.0 Diesel,102446,20950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-220-d-avantgarde-4dr-auto/40537355?campaign=3
2025,Citroen Berlingo,1.5 Diesel,10,62500,https://www.donedeal.ie/cars-for-sale/citroen-berlingo-2025-7-seater-auto-wav/40776109?campaign=3
2019,Land Rover Range Rover,2.0 Petrol Plug-in Hybrid,91696,44990,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-sport-hse-p400e-pan-roof/40709640?campaign=3
2025,Peugeot 5008,1.5 Diesel,3500,49950,https://www.donedeal.ie/cars-for-sale/2025-peugeot-5008-allure-1-5-diesel/40800640
2025,Nissan X-Trail,1.5 Hybrid,1300,45495,https://www.donedeal.ie/cars-for-sale/nissan-x-trail-epower-x-trail-sv-premium-5-seater/39424400
2020,Volkswagen Tiguan,2.0 Diesel,94544,28950,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-2020/40642567
2017,Land Rover Discovery,2.0 Diesel,189674,16950,https://www.donedeal.ie/cars-for-sale/land-rover-discovery-sport-2-0-7-seater-2017/40649102
2014,Skoda Fabia,1.6 Diesel,254404,4250,https://www.donedeal.ie/cars-for-sale/skoda-fabia-2014/40502201
2019,Renault Megane,1.3 Petrol,148576,10950,https://www.donedeal.ie/cars-for-sale/renault-megane-2019/40357371
2019,Volkswagen Golf,35.8 kWh Electric,58010,14950,https://www.donedeal.ie/cars-for-sale/volkswagen-136bhp-5dr-auto-e-golf-201919/40281783
2020,Kia Ceed,1.6 Petrol Plug-in Hybrid,96767,18950,https://www.donedeal.ie/cars-for-sale/kia-xceed-phev-5dr-auto-202020/40237770
2023,Suzuki Vitara,1.4 Petrol,34384,18950,https://www.donedeal.ie/cars-for-sale/suzuki-vitara-1-4-boosterjet-hybrid-s-202323/40226723
2018,BMW X5,3.0 Diesel,83566,49950,https://www.donedeal.ie/cars-for-sale/bmw-x5-f15-3-0-m50d-5dr-auto-201818/40219392
2017,Ford Focus,1.0 Petrol,170040,9250,https://www.donedeal.ie/cars-for-sale/ford-focus-titanium-1-0-125ps-6speed-201717/40192649
2021,Renault Megane,1.3 Petrol,63446,21950,https://www.donedeal.ie/cars-for-sale/renault-arkana-megane-r-s-line-tce-140-202121/40192577
2021,Hyundai Kona,64 kWh Electric,27040,18950,https://www.donedeal.ie/cars-for-sale/hyundai-kona-premium-ev-136ps-5dr-2021-21/40177960
2019,Ford Fiesta,1.5 Diesel,166195,11950,https://www.donedeal.ie/cars-for-sale/ford-fiesta-1-5-tdci-style-85ps-5dr-201919/40086662
2023,Toyota Yaris,1.5 Petrol Hybrid,56695,20500,https://www.donedeal.ie/cars-for-sale/toyota-yaris-1-5-hybrid-luna-4dr-202323/40044863
2017,BMW X5,2.0 Diesel,149105,31500,https://www.donedeal.ie/cars-for-sale/bmw-x5-xdrive25d-b-sport-7-seater-201717/39741776
2018,Peugeot 3008,1.2 Petrol,143018,15950,https://www.donedeal.ie/cars-for-sale/peugeot-3008-allure-1-2-automatic-2018/39835261
2021,Hyundai Kona,1.6 Diesel,44432,19995,https://www.donedeal.ie/cars-for-sale/hyundai-kona-1-6-crdi-executive/40800632
2013,Kia Sportage,1.7 Diesel,270000,6495,https://www.donedeal.ie/cars-for-sale/2013-132-kia-sportage-1-7cdri-new-nct-11-26/40800627
2016,Hyundai Tucson,1.7 Diesel,110000,15950,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-comfort-1-7-crdi/40751510
2022,Volkswagen Polo,1.0 Petrol,32078,21500,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-life-1-0-tsi-auto-2022-low-mileage/40698696
2018,Hyundai i10,1.2 Petrol,63050,10950,https://www.donedeal.ie/cars-for-sale/hyundai-i10-1-2-se-2018-auto-low-mileage/40642511
2020,Land Rover Range Rover,1.5 Petrol Plug-in Hybrid,135199,30950,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-evogue-p300-1-5-petrol-h/40642353
2020,BMW X5,3.0 Petrol Plug-in Hybrid,89888,49950,https://www.donedeal.ie/cars-for-sale/bmw-x5-go5-m-sport-hybrid-low-mileage-2020/40608991
2019,Hyundai i20,1.2 Petrol,110580,13450,https://www.donedeal.ie/cars-for-sale/hyundai-i20-2019/40501651
2019,Peugeot 3008,1.2 Petrol,54000,21950,https://www.donedeal.ie/cars-for-sale/peugeot-3008-1-2-puretech-130bhp-s-s-auto-allure/40101980?campaign=3
2018,Vauxhall Insignia,2.0 Diesel,173287,9950,https://www.donedeal.ie/cars-for-sale/vauxhall-insignia-2-0-td-gr-sport-techline201818/40238328
2018,Honda Civic,1.0 Petrol,134724,15950,https://www.donedeal.ie/cars-for-sale/honda-civic-5dr-124bhp-smart-plus-201818/40297613
2018,Audi A3,1.6 Diesel,168771,14750,https://www.donedeal.ie/cars-for-sale/audi-a3-1-6-tdi-se-technik-sportback-201818/40237815
2016,Citroen C4,1.6 Diesel,66443,11750,https://www.donedeal.ie/cars-for-sale/citroen-grand-c4-picasso-1-6-blue-hdi-se-201616/40185155
2019,Hyundai Santa Fe,2.2 Diesel,147913,27950,https://www.donedeal.ie/cars-for-sale/hyundai-santa-fe-premium-plus-5dr-auto-201919/40102394
2019,Ford Focus,1.0 Petrol,98226,14500,https://www.donedeal.ie/cars-for-sale/ford-focus-st-line-1-0-ecoboost-125-125ps/40045070
2021,Honda Jazz,1.5 Petrol Hybrid,111374,18500,https://www.donedeal.ie/cars-for-sale/honda-jazz-1-5-comfort-5dr-auto-ehev-2021-21/39959897
2016,Jaguar XF,2.0 Diesel,170606,11450,https://www.donedeal.ie/cars-for-sale/jaguar-xf-2-0-d-prestige-180ps-4dr-auto-201616/40034580
2021,Nissan Qashqai,1.3 Petrol,73451,19950,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-1-3-auto-acenta-premium-202121/39645087
2020,Nissan Leaf,40 kWh Electric,67704,12950,https://www.donedeal.ie/cars-for-sale/nissan-leaf-tekna-5dr-202020/39616227
2015,Honda CR-V,1.6 Diesel,175445,10750,https://www.donedeal.ie/cars-for-sale/honda-cr-v-1-6-i-dtec-s-nav-5dr-201515/38878734
2018,Volkswagen Golf,1.0 Petrol,123785,14500,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-highline-1-0-tsi-201818/38763937
2011,Audi A3,1.6 Diesel,344151,3950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-6-tdi-105-3dr-201111/38623303
2019,Hyundai Kona,1.6 Diesel,86491,17777,https://www.donedeal.ie/cars-for-sale/2019-hyundai-kona-1-6-diesel-16-alloys-air-con/40638884
2022,Volvo XC40,1.5 Petrol Hybrid,120700,29950,https://www.donedeal.ie/cars-for-sale/volvo-xc40-2022/40513403
2024,Kia Stonic,1.0 Petrol,50207,22495,https://www.donedeal.ie/cars-for-sale/kia-stonic-1-0-100hp-k2-pe/40029406
2019,Renault Kadjar,1.5 Diesel,87821,17995,https://www.donedeal.ie/cars-for-sale/renault-kadjar-1-5-dci-110-energy-signature-s-nav/40800511
2020,Citroen C5 Aircross,1.5 Diesel,149003,18950,https://www.donedeal.ie/cars-for-sale/citroen-c5-aircross-feel-bluehdi-130-eat8-4dr-auto/40450803
2023,Hyundai Tucson,1.6 Petrol Hybrid,17000,37995,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-hybrid-exec-plus-1-6l-petrol-autom/40475193
2016,Volkswagen Polo,1.2 Petrol,46000,12750,https://www.donedeal.ie/cars-for-sale/volkswagen-polo-2016-auto/40134156
2016,Peugeot 208,Petrol,57000,9499,https://www.donedeal.ie/cars-for-sale/peugeot-208-2016-1-2-petrol-auto/40657371
2016,Renault Clio,1.2 Petrol,71000,11499,https://www.donedeal.ie/cars-for-sale/renault-clio-2016-auto/40413088
2016,Toyota Prius,1.8 Petrol Hybrid,108319,16950,https://www.donedeal.ie/cars-for-sale/toyota-prius-alpha-7-seater/40700907?campaign=3
2016,Peugeot 208,Petrol,57000,9499,https://www.donedeal.ie/cars-for-sale/peugeot-208-2016-1-2-petrol-auto/40657371
2016,Renault Clio,1.2 Petrol,71000,11499,https://www.donedeal.ie/cars-for-sale/renault-clio-2016-auto/40413088
2012,Volkswagen Golf,1.4 Petrol,61947,8750,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-1-4-automatic-61km/40800529
2022,Peugeot 208,1.2 Petrol,45250,14995,https://www.donedeal.ie/cars-for-sale/peugeot-208-1-2-puretech-75bhp-active/40800483
2021,Land Rover Range Rover,2.0 Petrol Hybrid,128747,53950,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-2021/40641886
2018,BMW 2-Series,1.5 Diesel,145000,19950,https://www.donedeal.ie/cars-for-sale/bmw-2-series-216-d-gran-tourer-sport-auto/40601787
2016,Fiat 500,1.4 Petrol,100000,13950,https://www.donedeal.ie/cars-for-sale/fiat-500x-500-x-automatic-leather-all/40539373
2015,Audi A6,2.0 Diesel,125000,18950,https://www.donedeal.ie/cars-for-sale/audi-a6-2-0-tdi-black-edition-s-line-ultr/40502142
2019,Land Rover Range Rover,2.0 Diesel,85000,26950,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-evoque-evo-td4-special-edit/40415245
2017,BMW 1-Series,1.5 Diesel,75000,18850,https://www.donedeal.ie/cars-for-sale/bmw-1-series-116d-auto-m-sport-low-kms/40756891
2018,Citroen C4,1.6 Diesel,140000,12950,https://www.donedeal.ie/cars-for-sale/citroen-c4-picasso-1-6-hdi-alloys-aircon/40415243
2019,Toyota Vitz,1.0 Petrol,42000,14950,https://www.donedeal.ie/cars-for-sale/toyota-vitz-1-0-automatic-silver-met-very/40099597
2019,Fiat 500,1.2 Petrol,101000,12950,https://www.donedeal.ie/cars-for-sale/fiat-500-1-2-automatic-facelift-model-1/40099593
2018,Mini Cooper,1.5 Diesel,150000,15950,https://www.donedeal.ie/cars-for-sale/mini-cooper-cooper-d-red-black-alloys/40415244
2016,Suzuki Vitara,1.6 Diesel,148000,12950,https://www.donedeal.ie/cars-for-sale/suzuki-vitara-glx-diesel-pan-sunroof-rever/40030433
2014,Mercedes-Benz B-Class,1.5 Diesel,104000,12950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-b-class-b-180-cdi-blue-efficiency-se/40256477
2019,Toyota Yaris,1.0 Petrol,42000,14950,https://www.donedeal.ie/cars-for-sale/toyota-yaris-1-0-automatic-silver-met-very/40099596
2020,Citroen C3,1.2 Petrol,83000,15950,https://www.donedeal.ie/cars-for-sale/citroen-c3-c3-1-2-automatic-reverse-camera/39787256
2019,Renault Zoe,41 kWh Electric,70000,7950,https://www.donedeal.ie/cars-for-sale/renault-zoe-dynamique-2-seater-commercial/39777870
2017,Jaguar XE,2.0 Diesel,141000,14950,https://www.donedeal.ie/cars-for-sale/jaguar-xe-2-0-d-prestige-silver-met-black-le/39591500
2018,Honda Accord,2.0 Petrol Hybrid,119000,20950,https://www.donedeal.ie/cars-for-sale/honda-accord-daa-cr7/39168071
2019,Mazda CX-5,2.2 Diesel,134000,18950,https://www.donedeal.ie/cars-for-sale/mazda-cx-5-2-2-d-executive-se-alloys-clim/38995357
2014,Toyota Prius,1.8 Petrol Hybrid,115000,11950,https://www.donedeal.ie/cars-for-sale/toyota-prius-prius-auto-self-charging-hybrid/38745488
2021,Peugeot 508,1.6 Petrol Plug-in Hybrid,99000,22500,https://www.donedeal.ie/cars-for-sale/peugeot-508-gt-line-hybrid-2-phev-225bhp/38111424?campaign=3
2017,Volkswagen Passat,1.4 Petrol,65000,21950,https://www.donedeal.ie/cars-for-sale/volkswagen-passat-hi-line-massive-spec/40352301?campaign=3
2016,Nissan Juke,1.5 Diesel,115000,10950,https://www.donedeal.ie/cars-for-sale/nissan-juke-1-5-dsl-sve-spec-alloys-aircon/38494569
2018,Mercedes-Benz E-Class,2.0 Diesel,144000,25950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-e200-d-amg-line-s/38494565
2016,Mercedes-Benz E-Class,2.1 Diesel,97000,25950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-e220-amg-line-convertible/38494564
2021,Mitsubishi Outlander,2.4 Petrol Hybrid,80467,25900,https://www.donedeal.ie/cars-for-sale/211-mitsubishi-outlander-hybrid-2-4-phev-automatic/40800479
2015,Audi A3,1.4 Petrol,49854,14750,https://www.donedeal.ie/cars-for-sale/audi-a3-2015/40743472
2016,Honda Fit,1.5 Petrol Hybrid,61358,11450,https://www.donedeal.ie/cars-for-sale/honda-fit-2016/40743694
2020,Toyota Prius,1.8 Petrol Hybrid,86305,17950,https://www.donedeal.ie/cars-for-sale/toyota-prius-2020/40742795
2015,Volkswagen Golf,1.4 Petrol,84353,14750,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2015/40745039
2007,Jaguar XE,3.0 Petrol,180246,8950,https://www.donedeal.ie/cars-for-sale/jaguar-xj6-3-0-v6-executive-one-owner/40607251
2022,Nissan Juke,1.0 Petrol,62300,20995,https://www.donedeal.ie/cars-for-sale/nissan-juke-1-0t-pet-2wd-sv-premium/40800439
2015,BMW 2-Series,2.0 Diesel,104607,15999,https://www.donedeal.ie/cars-for-sale/bmw-2-series-2015-65k-miles-7-seater/40427009
2020,Mini Cooper,1.5 Petrol,65000,30950,https://www.donedeal.ie/cars-for-sale/mini-cooper-sport-auto/39185484
2025,Mercedes-Benz E-Class,2.0 Petrol Plug-in Hybrid,15,86891,https://www.donedeal.ie/cars-for-sale/mercedes-benz-e-class-e-300-e-amg-edition-plus/40800429
2016,Honda Fit,1.5 Petrol Hybrid,104607,10699,https://www.donedeal.ie/cars-for-sale/honda-fit-2016-leather-topspecs/40771329
2018,Mitsubishi Mirage,1.2 Petrol,72420,9999,https://www.donedeal.ie/cars-for-sale/mitsubishi-mirage-2018-1-2-automatic-45k-miles/40505469
2019,Honda Fit,1.5 Petrol Hybrid,80467,14999,https://www.donedeal.ie/cars-for-sale/honda-fit-2019-l-sensing-special-edition/40745488
2016,Suzuki Swift,1.2 Petrol,70810,10799,https://www.donedeal.ie/cars-for-sale/suzuki-swift-2016-automatic-style-edition/40693695
2015,Honda Fit,1.5 Petrol Hybrid,109435,9650,https://www.donedeal.ie/cars-for-sale/honda-fit-2015-1-5-hyrbid-automatic/40776873
2016,Mazda Demio,1.5 Diesel,96560,10499,https://www.donedeal.ie/cars-for-sale/mazda-demio-2016-1-5-diesel-automatic-carplay/39783839
2017,Honda Fit,1.5 Petrol Hybrid,91732,11999,https://www.donedeal.ie/cars-for-sale/honda-fit-2017-rs-edition-top-specs/40703117
2019,Honda Fit,1.5 Petrol Hybrid,111044,13999,https://www.donedeal.ie/cars-for-sale/honda-fit-2019-premium-leather-topspecs/40693820
2019,Honda Fit,1.5 Petrol Hybrid,61154,14799,https://www.donedeal.ie/cars-for-sale/honda-fit-2019-38k-miles-with-cruise-control/40750150
2020,Toyota Yaris,1.0 Petrol,45061,13999,https://www.donedeal.ie/cars-for-sale/toyota-yaris-vitz-2020-push-start-immobiliser/40463864
2022,Volkswagen Golf,2.0 Petrol,60863,49950,https://www.donedeal.ie/cars-for-sale/2022-volkswagen-golf-r/40043944
2014,Honda Fit,1.5 Petrol Hybrid,77248,9850,https://www.donedeal.ie/cars-for-sale/2014-honda-fit-hybrid-l-package-half-leather/39898898
2015,Volkswagen Polo,1.2 Petrol,69201,10495,https://www.donedeal.ie/cars-for-sale/2015-152-volkswagen-polo/39942499
2021,Dacia Duster,1.0 Petrol,43000,15995,https://www.donedeal.ie/cars-for-sale/2021-dacia-duster-comfort-6-speed-manual/38721771
2016,Renault Scenic,1.5 Diesel,185074,7495,https://www.donedeal.ie/cars-for-sale/2016-renault-grand-scenic-7-seatslimited-edition/39271280
2024,Hyundai Kona,65.4 kWh Electric,62000,33799,https://www.donedeal.ie/cars-for-sale/hyundai-kona-kona-ev-elegance-65kwh/40087100
2021,Skoda Octavia,2.0 Diesel,73194,27555,https://www.donedeal.ie/cars-for-sale/2021-skoda-octavia-2-0-diesel-style-auto-18/40599964
2016,BMW 5-Series,2.0 Diesel,199000,17950,https://www.donedeal.ie/cars-for-sale/bmw-5-series-520d-m-sport-auto-grey-met-bla/37661876
2022,Toyota Yaris,1.5 Petrol Hybrid,42000,22950,https://www.donedeal.ie/cars-for-sale/toyota-yaris-hybrid-luna-4dr-auto/39564553
2010,Mini Cooper,1.6 Diesel,158718,5950,https://www.donedeal.ie/cars-for-sale/mini-cooper-1-6-diesel-nct-low-kms/40382845
2019,Toyota Prius,1.8 Petrol Hybrid,135184,15950,https://www.donedeal.ie/cars-for-sale/2019-toyota-prius-taxi-plate-available/40066504
2021,Skoda Kodiaq,2.0 Diesel,65982,39900,https://www.donedeal.ie/cars-for-sale/skoda-kodiaq-2021-2-0-tdi-ambition-automatic/40774582
2021,Volkswagen Golf,1.0 Petrol,89000,21900,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-2021-1-0-tsi-sport-automatic/40774555
2016,Audi A6,2.0 Diesel,159324,19900,https://www.donedeal.ie/cars-for-sale/audi-a6-2-0-s-line-black-edition-automatic/40774568
2021,Skoda Superb,1.4 Petrol Plug-in Hybrid,131965,21900,https://www.donedeal.ie/cars-for-sale/skoda-superb-2021-1-4-hybrid/40248537
2022,Volkswagen Tiguan,1.5 Petrol,45000,39900,https://www.donedeal.ie/cars-for-sale/volkswagen-tiguan-2022-1-5-tsi-automatic/39982326
2017,BMW X5,2.0 Petrol Plug-in Hybrid,175418,27900,https://www.donedeal.ie/cars-for-sale/bmw-x5-2017-40e-m-sport-1-year-warranty/40062697
2025,BMW X5,3.0 Petrol Plug-in Hybrid,10943,109900,https://www.donedeal.ie/cars-for-sale/bmw-x5-2025-50e-m-sport-pro-pac/39787822
2022,Volkswagen Arteon,2.0 Diesel,171000,29900,https://www.donedeal.ie/cars-for-sale/volkswagen-arteon-2022-2-0-tdi-r-line/39293865
2021,BMW X5,3.0 Diesel,127000,62900,https://www.donedeal.ie/cars-for-sale/bmw-x5-2021-3-0d-sport/39103219
2021,Volkswagen Golf,2.0 Diesel,159324,26900,https://www.donedeal.ie/cars-for-sale/212d-volkswagen-golf-2-0-tdzi-r-line-dsg-2021/39029448
2017,Audi A6,2.0 Diesel,221000,13999,https://www.donedeal.ie/cars-for-sale/2017-audi-a6-2-0-tdi-se-automatic/40674786
2019,Lexus ES,2.5 Petrol Hybrid,92000,30999,https://www.donedeal.ie/cars-for-sale/lexus-es300h-exec-2019/40800351
2024,Land Rover Range Rover,1.5 Petrol Plug-in Hybrid,25749,54900,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-evoque-2024-1-5-hybrid-se/40754845
2015,Mercedes-Benz GLA,1.6 Petrol,75001,17950,https://www.donedeal.ie/cars-for-sale/mercedes-benz-gla-180-automatic-finance-available/40389725?campaign=3
2020,Citroen C4,1.2 Petrol,36612,18450,https://www.donedeal.ie/cars-for-sale/citroen-c4-cactus-flair-1-2-petrol-immaculate/37005389?campaign=3
2019,Skoda Kodiaq,2.0 Diesel,138834,34990,https://www.donedeal.ie/cars-for-sale/skoda-kodiaq-sportline-2-0-tdi-150hp-auto-7-seate/40703289?campaign=3
2018,Land Rover Discovery,2.0 Diesel,152000,19900,https://www.donedeal.ie/cars-for-sale/land-rover-discovery-sport-2018-automatic/40781825
2021,Land Rover Range Rover,2.0 Petrol Hybrid,143231,47900,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-sport-hse-dynamic-2021/40690277
2006,Land Rover Range Rover,2.9 Diesel,250000,3000,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-2006/40762102
2020,Audi A3,2.0 Diesel,182000,22900,https://www.donedeal.ie/cars-for-sale/audi-a3-2020-2-0-tdi-sport-automatic/40677442
2018,Jaguar F-TYPE,2.0 Diesel,120000,20900,https://www.donedeal.ie/cars-for-sale/jaguar-f-type-2018-2-0-r-sport-1-year-warranty/40706603
2017,Land Rover Range Rover,3.0 Diesel,133000,44900,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-2017/40537563
2019,Mercedes-Benz GLE,2.0 Diesel,115000,49900,https://www.donedeal.ie/cars-for-sale/mercedes-benz-gle-2019-300de-cdi/40621846
2017,Land Rover Range Rover,2.0 Diesel,166000,15900,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-evoque-1-year-warranty/40537543
2017,BMW 5-Series,2.0 Diesel,202000,17900,https://www.donedeal.ie/cars-for-sale/bmw-5-series-2017-520d-luxury/40408900
2019,Land Rover Discovery,3.0 Diesel,259000,17900,https://www.donedeal.ie/cars-for-sale/land-rover-discovery-2019-3-0-hse2-seat-commerc/40388021
2021,Hyundai Santa Fe,2.2 Diesel,195000,37900,https://www.donedeal.ie/cars-for-sale/hyundai-santa-fe-2021-2-2-crdi-4-wd-executive/40393564
2019,BMW 5-Series,2.0 Diesel,149000,27900,https://www.donedeal.ie/cars-for-sale/bmw-5-series-2019-520d-m-sport/40386971
2016,BMW 5-Series,2.0 Diesel,269000,14900,https://www.donedeal.ie/cars-for-sale/bmw-5-series-2016-520d-m-sport/40256583
2021,Tesla Model 3,75 kWh Electric,185074,22900,https://www.donedeal.ie/cars-for-sale/tesla-model-3-2021/40135223
2021,Volkswagen Golf,2.0 Petrol,59000,39900,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-gti-20211-year-warranty/40143992
2017,Land Rover Range Rover,3.0 Diesel,88000,49900,https://www.donedeal.ie/cars-for-sale/land-rover-range-rover-2017/39149063
2022,Renault Clio,1.0 Petrol,89000,15900,https://www.donedeal.ie/cars-for-sale/renault-clio-2022-1-0-automatic16900/39982314
2017,Nissan Qashqai,1.5 Diesel,102166,14995,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-1-5-dci-sv-model-low-mileage-fin/40677610
2015,Volkswagen Passat,1.4 Petrol,147000,12450,https://www.donedeal.ie/cars-for-sale/151-volkswagen-passat-r-line-estate-auto/38847084
2024,Nissan Qashqai,1.5 Hybrid,25584,35395,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-epower-qashqai-sv-price-is-net-of/40287031
2022,Nissan Juke,1.0 Petrol,62287,22995,https://www.donedeal.ie/cars-for-sale/nissan-juke-1-0t-pet-2wd-sv-premium/38977667
2014,Volkswagen Up,1.0 Petrol,88000,7950,https://www.donedeal.ie/cars-for-sale/volkswagen-up-high-spec-vw-up/38785496?campaign=3
2022,Hyundai Tucson,1.6 Petrol Hybrid,35000,35995,https://www.donedeal.ie/cars-for-sale/hyundai-tucson-2wd-executive-plus-hev-auto/38788476?campaign=3
2016,Volkswagen Golf,1.6 Diesel,106002,11500,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-sv-cl-1-6tdi-m5f-110hp-5dr/40148978?campaign=3
2025,Skoda Karoq,2.0 Diesel,28200,40950,https://www.donedeal.ie/cars-for-sale/skoda-karoq-selection-2-0tdi-115bhp-321-offer/40633795
2024,Lexus ES,2.5 Petrol Hybrid,6600,53999,https://www.donedeal.ie/cars-for-sale/lexus-es-es300h-dynamic-sunroof/40448128
2020,BMW X5,3.0 Petrol Plug-in Hybrid,55000,56900,https://www.donedeal.ie/cars-for-sale/2020-bmw-x5-45e-xdrive-msport-pro-full-spec/40609938
2023,Audi Q5,2.0 Petrol Plug-in Hybrid,54155,59900,https://www.donedeal.ie/cars-for-sale/2023-audi-q5-55tfsi-competition-370bhp-sline-qua/40487669
2018,Nissan Qashqai,1.2 Petrol,98778,20495,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-1-2-tekna/39299057
2022,BMW X5,3.0 Petrol Plug-in Hybrid,37805,69900,https://www.donedeal.ie/cars-for-sale/222-bmw-x5-xdrive-45e-msport-promassage-roof/40584844
2017,Volvo XC90,2.0 Petrol Hybrid,157715,33495,https://www.donedeal.ie/cars-for-sale/volvo-xc90-r-design-pan-roof/40800264
2024,Audi Q7,3.0 Petrol Plug-in Hybrid,38100,79900,https://www.donedeal.ie/cars-for-sale/242-audi-q7-55-quattro-sline-black-ed-new-model/40643370
2020,Mercedes-Benz A-Class,1.3 Petrol,98843,28900,https://www.donedeal.ie/cars-for-sale/2020-mercedes-benz-a-class-1-3l-auto-amg-premium/40739700
2018,Audi A1,1.0 Petrol,56226,18900,https://www.donedeal.ie/cars-for-sale/2018-audi-a1-1-0tfsi-auto-s-line-black-ed-spec/40739391
2025,Peugeot 3008,1.2 Petrol Hybrid,16500,44950,https://www.donedeal.ie/cars-for-sale/peugeot-3008-gt-1-2-mhev-145bhp-heated-seats-s-wh/40498052?campaign=3
2018,Audi A1,1.0 Petrol,56226,18900,https://www.donedeal.ie/cars-for-sale/2018-audi-a1-1-0tfsi-auto-s-line-black-ed-spec/40739391
2017,Audi Q3,1.4 Petrol,71323,22900,https://www.donedeal.ie/cars-for-sale/2017-audi-q3-1-4tfsi-auto-s-line-spec-71-000km/40606907
2018,Audi A4,1.4 Petrol,43962,24900,https://www.donedeal.ie/cars-for-sale/2018-audi-a4-1-4tfsi-s-line-spec-43-000kms-auto/40336548
2024,Nissan Qashqai,1.5 Hybrid,20464,36895,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-epower-sv-premium-3000-scrappage/37335551
2025,Peugeot 3008,Electric,430,44995,https://www.donedeal.ie/cars-for-sale/peugeot-3008-bev-73kwh-210bhp-gt/39563942
2022,Volvo XC40,69 kWh Electric,85000,31900,https://www.donedeal.ie/cars-for-sale/volvo-xc40-bev-231hp-ultimate/40583361
2014,Volkswagen Golf,2.0 Petrol,77000,17950,https://www.donedeal.ie/cars-for-sale/volkswagen-golf-gti-auto-finance-available/38508000?campaign=3
2025,Skoda Kodiaq,1.5 Petrol Plug-in Hybrid,14813,61990,https://www.donedeal.ie/cars-for-sale/skoda-kodiaq-sportline-iv-1-5-phev-dsg/40458339?campaign=3
2021,Renault Megane,1.5 Diesel,101000,14950,https://www.donedeal.ie/cars-for-sale/renault-megane-2021-1-5-dci-new-nct-2027/40684199?campaign=3
2017,Audi Q3,1.4 Petrol,76815,22900,https://www.donedeal.ie/cars-for-sale/2017-audi-q3-1-4tfsi-s-line-spec-auto-76-000km/40800224
2015,Audi A3,1.4 Petrol,194000,12950,https://www.donedeal.ie/cars-for-sale/audi-a3-1-4-tfsi-150-4dr-auto-148bhp-a-s-tronic-s/40630258
2017,Renault Scenic,1.5 Diesel,151884,16890,https://www.donedeal.ie/cars-for-sale/renault-grand-scenic-1-5-dci-dynamique-6spd-s-nav/40800138
2023,Dacia Duster,1.5 Diesel,68401,18950,https://www.donedeal.ie/cars-for-sale/dacia-duster-expression-blue-dci-115-dfull/40800158
2015,BMW 5-Series,2.0 Diesel,113003,15950,https://www.donedeal.ie/cars-for-sale/bmw-5-series-520-d-f10-luxury-4dr-auto/40800153
2019,Volkswagen Passat,1.5 Petrol,88012,20995,https://www.donedeal.ie/cars-for-sale/2019-volkswagen-passat-highline-1-5-tsi-manual/40793588
2013,Ford Fiesta,1.2 Petrol,77780,7950,https://www.donedeal.ie/cars-for-sale/2013-131-ford-fiesta-zetec-1-25-petrol-5dr-77780km/40800175
2024,Nissan Qashqai,1.5 Hybrid,10456,36895,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-epower-sv-premium-3000-scrappage/37330386
2024,Nissan Qashqai,1.5 Petrol Hybrid,29000,36895,https://www.donedeal.ie/cars-for-sale/nissan-qashqai-epower-sv-premium-scrappage-price/38779335
